id,title,body,department,sentiment
17a8e019-adbb-4cb9-aa14-a1d1a2581064,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
0971f5f4-fa93-47f1-a88f-b6d83ee3d83b,Supporto perfetto,Alla reception hanno risolto subito una richiesta senza problemi.,Reception,positivo
ed80e8f4-9b41-416e-b030-62b2cdcc0bfc,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
694ae349-303d-41cb-b163-cf5272f327f2,Colazione abbondante,"Buffet ricco e vario, prodotti freschi e buon caffÃ¨.",Food & Beverage,positivo
1b0d0be8-0c4a-4c30-9d9e-387479982dd6,Colazione abbondante,"Buffet ricco e vario, prodotti freschi e buon caffÃ¨. Inoltre, errore nella prenotazione e tempi lunghi per sistemare tutto.",Food & Beverage,positivo
83ac4c27-1eb8-4a50-8685-ea3aa96d42ba,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
40f876f1-f8eb-4b98-aa48-a7b03a55682e,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
b2df7085-a03f-462e-8557-f4d3f2668c96,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata. Inoltre, pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Reception,positivo
fc5ea5dd-5439-49b0-a28d-47d9379c8651,Camera perfetta,"Camera pulita e profumata, bagno in ordine, asciugamani freschi.",Housekeeping,positivo
bc0efaae-57c9-48dd-b86e-8caae809aebc,Problemi prenotazione,Errore nella prenotazione e tempi lunghi per sistemare tutto.,Reception,negativo
0f2429a9-e0d9-4767-b905-92a8896c4c08,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
b44937d2-10c7-44c9-b515-aeee7fdfa4bb,Problemi prenotazione,"Errore nella prenotazione e tempi lunghi per sistemare tutto. Inoltre, ho trovato capelli nel bagno e cestino non svuotato.",Reception,negativo
bf8bfd39-e59f-40e7-a5f3-08f0b4571914,Check-in lento,"Attesa lunga per le chiavi e poca organizzazione al banco. Inoltre, ho trovato capelli nel bagno e cestino non svuotato.",Reception,negativo
7f8157e9-c0ac-41be-9d16-a9fc73f03718,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
fcce92fc-a5b7-42b2-ae8c-327ca79ac8fa,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
12f1d570-0ce2-4ae4-810c-3b31d85c1353,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
9c37d218-605a-43b5-abf8-d2b39403d473,Problemi prenotazione,Errore nella prenotazione e tempi lunghi per sistemare tutto.,Reception,negativo
eb6e75a4-4292-4a09-91ce-27259c562caa,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Housekeeping,negativo
f0a778dc-64a6-42a8-9bac-ab4ee1ed0d22,Poca disponibilitÃ ,"Personale poco cortese e difficile ottenere informazioni. Inoltre, doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Reception,negativo
843fca71-16f2-4edc-b092-1c9e41e3883c,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
6ceec891-32a2-4c94-95f6-7554e7fc222a,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe. Inoltre, attesa troppo lunga al ristorante e personale distratto.",Housekeeping,negativo
ce98df61-ca75-4075-8205-d6d76df79c48,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
ceba65a2-3d5e-4a1c-a37c-f11668057534,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Housekeeping,negativo
15579a95-57b3-4050-a035-b713902d3615,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
751b2c29-62d5-423b-849f-f70b3835ba60,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato.",Food & Beverage,positivo
b78d5719-f8c9-4503-980b-54de9835c8ec,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato.",Food & Beverage,positivo
43099add-7e96-4b5f-97ec-270884adec19,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
32ef8c1b-244a-447a-9d18-feef49ed0664,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
0cc72800-2134-44ef-994f-64a2479db01b,Problemi prenotazione,Errore nella prenotazione e tempi lunghi per sistemare tutto.,Reception,negativo
fe712083-aa16-45d8-9d7e-566646ea846d,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
348bb824-7eb5-4910-b9dd-618ecad7bc0b,Supporto perfetto,Alla reception hanno risolto subito una richiesta senza problemi.,Reception,positivo
ce18e534-f915-40f0-bb61-fb2ac4506464,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
62bd9ac5-f2ef-4f89-a880-a7715f55ce6a,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
f0f94ac0-b8c1-4d93-80da-4f7d5111bf8f,Igiene scarsa,Ho trovato capelli nel bagno e cestino non svuotato.,Housekeeping,negativo
b084c7bf-5a3a-44ed-9b02-49593dcebbe2,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
54be824b-8cdf-4dd8-829b-b3dccbdd7a48,Problemi prenotazione,Errore nella prenotazione e tempi lunghi per sistemare tutto.,Reception,negativo
50617912-d678-41ac-8515-06c72d12e026,Cibo freddo,Piatti arrivati tiepidi e buffet poco rifornito.,Food & Beverage,negativo
3de19c49-d5ff-4202-9627-0be66169e266,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
57b28d29-bf03-49db-8ecb-8c4de14f13d5,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
b0d44cbf-bf44-475e-94ac-3a106f7e4756,Cibo freddo,Piatti arrivati tiepidi e buffet poco rifornito.,Food & Beverage,negativo
f4fe8935-277b-4fda-8fd5-312f58ad463b,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
f0c76b4a-9146-4f9e-bf17-24d56387f230,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
497e2706-efa7-447c-b876-90e8de590d03,Supporto perfetto,Alla reception hanno risolto subito una richiesta senza problemi.,Reception,positivo
51685993-7144-41b1-9c1d-12ccd9894128,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
f1b9350a-4035-4a3e-892d-4ca75d13d851,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
869ef12c-0625-45fa-8320-1517ee923e1e,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
be7f6980-5251-47c9-a593-51885544d929,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
9471db3c-9056-4a6a-940e-cc7b612aa7c9,Cibo freddo,Piatti arrivati tiepidi e buffet poco rifornito.,Food & Beverage,negativo
31ec648f-92e1-4668-8ebf-5f7e2e180905,Supporto perfetto,"Alla reception hanno risolto subito una richiesta senza problemi. Inoltre, colazione con dolci buoni e scelta ampia, tutto molto curato.",Reception,positivo
aec3c838-fa55-4717-a006-6e2f26e1394e,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
c3bd7fd3-05fd-4942-8f09-b75ff340765b,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
5f616a4f-fe7e-4b33-a699-46918d809894,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
265432f8-a9cd-4ec8-b2f2-3e07187466d5,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Housekeeping,negativo
5dcf93f4-c285-472f-879a-5d3417cfd831,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
662234e1-c0b5-4af0-9989-be049effae61,Colazione abbondante,"Buffet ricco e vario, prodotti freschi e buon caffÃ¨.",Food & Beverage,positivo
79c0267a-dc8c-4db7-b8c7-fdc42ffcc9ab,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
52ff0ae8-b4a1-4882-b694-f6aadf6eda38,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
20cfc808-715f-4bdd-9800-2527f4bc7a77,Problemi prenotazione,Errore nella prenotazione e tempi lunghi per sistemare tutto.,Reception,negativo
5373566d-642e-48c5-bf96-d3a86f3edbcd,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
8473be8a-e723-472b-aa18-9035fe7ae8be,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Housekeeping,negativo
8c51601e-3f78-4373-9978-c31bc492bad0,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
8a72d944-985f-4b25-9719-179c98a86a37,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
732d166d-6cf9-47f3-90be-6a0d5f98e73c,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
c5101b3c-df88-48d1-859f-bd8df68a6d4d,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
ec30af95-5865-41dd-89e2-18fa8da86940,Cibo freddo,"Piatti arrivati tiepidi e buffet poco rifornito. Inoltre, doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Food & Beverage,negativo
6b8702c9-b4fd-4e8f-b799-e2808a655163,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
c4dae94f-5173-4d5f-bda2-5b3b354d5bdd,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
bf27d941-b512-4a23-9c64-64a26a416939,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato. Inoltre, doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Food & Beverage,positivo
4196829d-9eeb-4337-98e1-56296f675587,Igiene scarsa,Ho trovato capelli nel bagno e cestino non svuotato.,Housekeeping,negativo
f2da8aee-1b5a-4d70-b704-076e645a3c16,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
b494c1db-73fd-4107-ba04-66e2a59fde0f,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
b1632fe8-49b4-47a4-a05a-7aa08b295669,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
ea442516-a52d-49b5-ad0a-54dd53f25eec,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
cd916ae2-6cfc-4ee5-a850-eade41e092e0,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
d56747f9-fc36-4309-915b-fe6b090f4de3,Igiene scarsa,Ho trovato capelli nel bagno e cestino non svuotato.,Housekeeping,negativo
118ade19-35ef-4194-9b51-276cff38415b,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
25eca1d8-8db8-4898-a6b8-29292b1c36fe,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
a4d82073-d87a-4cd9-bef3-9d144525fb18,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
2902695f-ef5e-41ff-89fa-34e784cccfd6,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata. Inoltre, colazione con dolci buoni e scelta ampia, tutto molto curato.",Housekeeping,positivo
177a2346-a29d-455e-9efa-42a87233fb6a,Igiene scarsa,Ho trovato capelli nel bagno e cestino non svuotato.,Housekeeping,negativo
cca05966-1360-458e-b2e3-1b0836e6cc42,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale. Inoltre, doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Reception,positivo
93374dd5-363a-4b88-b80c-fc6ab7ca1051,Camera perfetta,"Camera pulita e profumata, bagno in ordine, asciugamani freschi.",Housekeeping,positivo
6b483daf-ed70-42e3-84ff-827e0d48c96a,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Housekeeping,negativo
9b1d1532-9d76-480b-b882-bb060ac62492,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
273a9ace-217a-45e7-bffe-20ec0951d144,Igiene scarsa,"Ho trovato capelli nel bagno e cestino non svuotato. Inoltre, piatti arrivati tiepidi e buffet poco rifornito.",Housekeeping,negativo
3ba77685-4f08-4997-a850-368a5ac02e8e,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
f915ba83-bdd5-4e74-89a2-0efbf3fb2196,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
3fc47f6e-260b-426f-8abc-814f0fc87c25,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
8ecc6039-7075-4f3e-a788-1fb34146d382,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata. Inoltre, arrivo rapido, check-in in pochi minuti e staff cordiale.",Housekeeping,positivo
f672dcaf-dab8-4215-b8b8-b24fdaa31a36,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
c2ba582f-4032-493a-b025-925e5e95356a,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
eeb0068f-20b3-44ba-a80d-dcc7da2d6a60,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
78825f13-bb4d-4a73-8629-d5f41ea6bae2,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
fb21e2b7-e94a-4155-8b2a-3ca5d9a017b6,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
fb80379e-7175-4063-ac72-2903157ef35c,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
cde7db15-c13e-4120-920e-8d6163f6a2e1,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
2c2f03e3-a961-4788-8c97-67f4eb78db1e,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
3997af7d-b450-41b4-8f69-61121b07be28,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
8caecf11-a391-412b-8afd-86203deee507,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
09f90352-c227-43e6-85d6-28eb80f6b70a,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
a1e3fd9c-1383-41c8-b9d9-c8336aa7fcc1,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato.",Food & Beverage,positivo
1cdbba3d-26bb-493f-a322-60697c210350,Cibo freddo,Piatti arrivati tiepidi e buffet poco rifornito.,Food & Beverage,negativo
0d3602af-604f-4174-95d8-8a670df62557,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
1a0ea15a-e6a5-4ce8-bea2-c7c918636403,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
8166bda9-87ef-464e-aae3-31a40269bea1,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
e83e933a-a55b-486f-a16e-be3aa0c6c57e,Camera perfetta,"Camera pulita e profumata, bagno in ordine, asciugamani freschi.",Housekeeping,positivo
a2a6924b-f1da-4571-809b-2e92c992e906,Cibo freddo,Piatti arrivati tiepidi e buffet poco rifornito.,Food & Beverage,negativo
2f232917-9a86-4368-8503-ad133c746d32,Cibo freddo,Piatti arrivati tiepidi e buffet poco rifornito.,Food & Beverage,negativo
17ec11fa-070d-4a7d-8a44-5684a51fa371,Supporto perfetto,"Alla reception hanno risolto subito una richiesta senza problemi. Inoltre, doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Reception,positivo
fddd85cf-5993-4d2c-a159-8d3bc5015fd2,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Housekeeping,negativo
b75585af-3637-42b4-9259-33a6865c6b09,Poca disponibilitÃ ,"Personale poco cortese e difficile ottenere informazioni. Inoltre, attesa troppo lunga al ristorante e personale distratto.",Reception,negativo
a69c1f03-20dc-4f9b-817a-7a24ae365864,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
8fa69386-159c-4a4e-b2d8-16b03b7cc0ac,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
f7582a55-f8bd-41e4-adb4-05f245f80e01,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
aaf21b0c-8c4f-4ef9-99c4-3fb78a5adeb4,Supporto perfetto,"Alla reception hanno risolto subito una richiesta senza problemi. Inoltre, piatti ben preparati e servizio attento in sala.",Reception,positivo
0851fbd0-5667-4e5c-952d-68121437bf20,Poca disponibilitÃ ,"Personale poco cortese e difficile ottenere informazioni. Inoltre, piatti arrivati tiepidi e buffet poco rifornito.",Reception,negativo
d00af9af-4b26-4995-b36c-e431393f84fe,Camera perfetta,"Camera pulita e profumata, bagno in ordine, asciugamani freschi.",Housekeeping,positivo
0ee68f50-2e37-41c2-b8f7-e88aec241fb8,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
8b254dfa-c464-4e02-abfe-e097550fb701,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
36f9f80e-6695-449e-91c6-770a550c4f27,Supporto perfetto,Alla reception hanno risolto subito una richiesta senza problemi.,Reception,positivo
a8a2739d-d673-42df-9a56-b47d112a1eb8,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
8a6bd0d6-d761-4368-a1e9-4d1b525d15bc,Cibo freddo,Piatti arrivati tiepidi e buffet poco rifornito.,Food & Beverage,negativo
353388af-b5a5-4b93-8896-198ea3895d30,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
9b31198f-b545-44a8-bba8-d52d77a57c5a,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
dce2d6b5-7590-4b55-bc3f-5d481260bd24,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
b64c6c3d-2200-440f-bbbb-9948c13c762e,Problemi prenotazione,Errore nella prenotazione e tempi lunghi per sistemare tutto.,Reception,negativo
36057762-e470-4e97-95fa-2aacc38d2636,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
f035b565-8472-4dc1-bff2-4e3f2f8b627a,Colazione abbondante,"Buffet ricco e vario, prodotti freschi e buon caffÃ¨.",Food & Beverage,positivo
714b564c-39fc-45e2-b7b8-8449dac5fb0e,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato. Inoltre, errore nella prenotazione e tempi lunghi per sistemare tutto.",Food & Beverage,positivo
48e2306d-082c-4a73-b949-76e31a3d6308,Cibo freddo,Piatti arrivati tiepidi e buffet poco rifornito.,Food & Beverage,negativo
ad7aedac-a6c4-41ef-af8f-5d99e5dc3a75,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
9efd8d43-a311-4caf-9c8b-dd1fc3563694,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
be743bf9-4270-4f26-9f54-3e908190e8bc,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
50a00e95-701d-41d8-88d3-39b3eb4c83c6,Camera perfetta,"Camera pulita e profumata, bagno in ordine, asciugamani freschi.",Housekeeping,positivo
55cead03-212b-44ba-890e-3fd2a7b2a8e8,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
f454dc93-ac73-458e-8dbc-c080ee8576cb,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
55038d1b-ac57-4e24-8d33-e3035730b77a,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
ff5edafa-4d00-4f54-a1fb-578757bc0c2b,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
8d1b117f-2cb0-4978-b641-a42ef66c8801,Ristorante ottimo,"Piatti ben preparati e servizio attento in sala. Inoltre, ho trovato capelli nel bagno e cestino non svuotato.",Food & Beverage,positivo
5ea7fe71-865f-4250-89c5-e7367cfc23a7,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
f9755762-0503-4f70-a263-0c4d40284b6a,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata. Inoltre, colazione con dolci buoni e scelta ampia, tutto molto curato.",Reception,positivo
afd3a2db-53cd-479e-859b-06f75838f322,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
16aaa265-42b4-42b3-ace2-8a2ff057a4a3,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
0388daab-6f74-414d-a7df-e7c9b15ed3dc,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
8fd427e4-6e10-40d0-acfe-59950cb694ba,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
53dda680-3b58-475f-a277-bf5d343271bd,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
667b7cb9-e347-4d55-8601-a9585bc0529d,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
9975b710-7747-44c1-9ba4-0d14c9852d98,Colazione abbondante,"Buffet ricco e vario, prodotti freschi e buon caffÃ¨. Inoltre, arrivo rapido, check-in in pochi minuti e staff cordiale.",Food & Beverage,positivo
9edf6ae6-ebbc-4514-bb3e-87267339657f,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato. Inoltre, personale poco cortese e difficile ottenere informazioni.",Food & Beverage,positivo
38c7bed8-db71-4907-a496-09f6255a6781,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
ac8b2e8c-89e9-48f0-a450-59e94240f82d,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
a9265600-ca66-4508-8a02-814a73e03a2a,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
e5f2e7a8-67f6-455a-a222-36fae2718c2a,Poca disponibilitÃ ,"Personale poco cortese e difficile ottenere informazioni. Inoltre, doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Reception,negativo
66a22383-55ea-485b-ba13-8aff21977cae,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
18fb20f5-1473-4038-a0bd-0a38b8a2625d,Supporto perfetto,Alla reception hanno risolto subito una richiesta senza problemi.,Reception,positivo
b81cb30c-1f15-4aa8-8533-c3ae941daf99,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Housekeeping,negativo
3ce6c541-906b-4545-a9eb-b970d2e70979,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
e38c2747-fba5-4a9e-8786-9d424a3a493f,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
4fba8809-5bf6-4e25-87e1-5821a82688db,Colazione abbondante,"Buffet ricco e vario, prodotti freschi e buon caffÃ¨.",Food & Beverage,positivo
8c4ac7de-c0f8-4de4-8c64-9c831939b5f7,Supporto perfetto,Alla reception hanno risolto subito una richiesta senza problemi.,Reception,positivo
eff37837-8415-4d56-aae3-57c1e2f5ab67,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
30452813-44c3-42e6-9f5f-5c6f4306002f,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
7813f1fe-36b1-4765-9447-5950fee8ee65,Problemi prenotazione,Errore nella prenotazione e tempi lunghi per sistemare tutto.,Reception,negativo
eb4e21be-c5d6-420c-b797-2fcccbe1465f,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato.",Food & Beverage,positivo
dc1d91c1-85ad-4b30-b4dd-cbcb545200d0,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
a5241ece-c0df-47b6-8188-208cf5c24329,Problemi prenotazione,Errore nella prenotazione e tempi lunghi per sistemare tutto.,Reception,negativo
1177c8bf-2f25-49f1-9c98-1aaca83f365f,Ristorante ottimo,"Piatti ben preparati e servizio attento in sala. Inoltre, doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Food & Beverage,positivo
5b97fc2c-cc14-4901-8a51-db8b6e0b70b5,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
0be61ca6-7918-47a9-9001-79eeef5a6055,Igiene scarsa,Ho trovato capelli nel bagno e cestino non svuotato.,Housekeeping,negativo
094c357d-01ba-43de-98fb-affa87850eb4,Supporto perfetto,Alla reception hanno risolto subito una richiesta senza problemi.,Reception,positivo
448d344b-b600-46fd-a08d-87e5ab334521,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato.",Food & Beverage,positivo
97be7d8a-64f5-4051-881f-110e5a7d8a37,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
65d75693-4f7d-4bfa-9861-6637e6f3d66f,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
f17b599a-1cef-4cee-927b-4080578cf140,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
9450662b-38df-4707-895c-122cba80355d,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
4062344d-fbf9-404d-8496-f58926100eee,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
5b498e2e-9114-4ce2-8dcb-e1f120f839fd,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato.",Food & Beverage,positivo
5a40d6ff-cfda-41e1-ba0b-f0e4e5461ed6,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
